/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_37_311.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_37_311.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_37_311.jpg,-0.4915745,0,0,13.03023
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_37_381.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_37_381.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_37_381.jpg,-0.3101642,0,0,13.50677
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_37_455.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_37_455.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_37_455.jpg,-0.05701518,0,0,13.39701
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_37_520.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_37_520.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_37_520.jpg,0,0,0,12.80074
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_37_587.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_37_587.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_37_587.jpg,0,0,0,13.24796
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_37_659.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_37_659.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_37_659.jpg,0,0,0,13.14351
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_37_734.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_37_734.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_37_734.jpg,0,0.1811879,0,13.07421
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_37_798.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_37_798.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_37_798.jpg,0,0.3666029,0,12.66204
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_37_872.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_37_872.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_37_872.jpg,0,0.5984194,0,13.16565
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_37_939.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_37_939.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_37_939.jpg,0,0.774318,0,13.77527
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_010.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_010.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_010.jpg,-0.1,1,0,14.64974
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_079.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_079.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_079.jpg,-0.25,1,0,15.00322
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_147.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_147.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_147.jpg,-0.309504,1,0,15.88491
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_214.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_214.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_214.jpg,-0.06286526,1,0,16.71576
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_283.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_283.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_283.jpg,-0.1140555,1,0,17.11622
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_351.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_351.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_351.jpg,0,1,0,17.96264
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_418.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_418.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_418.jpg,0,1,0,18.75459
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_489.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_489.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_489.jpg,-0.05,1,0,19.56033
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_559.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_559.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_559.jpg,-0.2,1,0,20.03592
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_627.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_627.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_627.jpg,-0.1322343,1,0,20.72594
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_698.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_698.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_698.jpg,-0.05,1,0,21.51269
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_768.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_768.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_768.jpg,-0.2,1,0,22.05029
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_835.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_835.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_835.jpg,-0.09459043,1,0,22.83805
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_903.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_903.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_903.jpg,0,1,0,23.44105
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_38_970.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_38_970.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_38_970.jpg,0,1,0,24.21434
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_39_037.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_39_037.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_39_037.jpg,0,1,0,24.79089
/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/center_2017_06_11_17_41_39_107.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/left_2017_06_11_17_41_39_107.jpg,/home/nazanin/CarNDP/Behavioral-Cloning/data/IMG/right_2017_06_11_17_41_39_107.jpg,0,1,0,25.36889
